datetime,open,high,low,close,tick_volume
2014-06-07 04:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-07 08:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-07 12:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-07 16:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-07 20:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-08 00:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-08 04:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-08 08:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-08 12:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-08 16:00:00,1.364180,1.364180,1.364180,1.364180,240
2014-06-08 20:00:00,1.364180,1.364840,1.364180,1.364770,240
2014-06-09 00:00:00,1.364760,1.364800,1.364150,1.364470,240
2014-06-09 04:00:00,1.364460,1.366870,1.364180,1.364880,240
2014-06-09 08:00:00,1.364880,1.365130,1.360460,1.361360,240
2014-06-09 12:00:00,1.361350,1.361580,1.358260,1.358840,240
2014-06-09 16:00:00,1.358860,1.359240,1.358380,1.358940,240
2014-06-09 20:00:00,1.358940,1.359380,1.358900,1.359230,240
2014-06-10 00:00:00,1.359250,1.359330,1.358720,1.358950,240
2014-06-10 04:00:00,1.358950,1.360180,1.358520,1.359160,240
2014-06-10 08:00:00,1.359160,1.359230,1.353350,1.354600,240
2014-06-10 12:00:00,1.354580,1.355770,1.353850,1.354210,240
2014-06-10 16:00:00,1.354220,1.354800,1.353590,1.354630,240
2014-06-10 20:00:00,1.354640,1.354780,1.353850,1.353920,240
2014-06-11 00:00:00,1.353910,1.354100,1.352150,1.353280,240
2014-06-11 04:00:00,1.353270,1.354540,1.352990,1.353830,240
2014-06-11 08:00:00,1.353840,1.355710,1.352200,1.354900,240
2014-06-11 12:00:00,1.354900,1.355520,1.352590,1.353230,240
2014-06-11 16:00:00,1.353230,1.353850,1.352580,1.352790,240
2014-06-11 20:00:00,1.352800,1.353640,1.352680,1.353570,240
2014-06-12 00:00:00,1.353590,1.354630,1.353270,1.354440,240
2014-06-12 04:00:00,1.354430,1.354890,1.352880,1.353250,240
2014-06-12 08:00:00,1.353250,1.353270,1.351230,1.352490,240
2014-06-12 12:00:00,1.352500,1.356580,1.352290,1.355510,240
2014-06-12 16:00:00,1.355500,1.357190,1.354230,1.356410,240
2014-06-12 20:00:00,1.356410,1.357120,1.354710,1.355050,240
2014-06-13 00:00:00,1.355050,1.356460,1.355010,1.355870,240
2014-06-13 04:00:00,1.355860,1.357550,1.355450,1.357450,240
2014-06-13 08:00:00,1.357430,1.357900,1.352960,1.353640,240
2014-06-13 12:00:00,1.353630,1.354620,1.352100,1.352200,240
2014-06-13 16:00:00,1.352210,1.354150,1.352100,1.353890,240
2014-06-13 20:00:00,1.353890,1.354200,1.353480,1.353540,240
2014-06-14 00:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-14 04:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-14 08:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-14 12:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-14 16:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-14 20:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-15 00:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-15 04:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-15 08:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-15 12:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-15 16:00:00,1.353540,1.353540,1.353540,1.353540,240
2014-06-15 20:00:00,1.353540,1.354070,1.353100,1.353590,240
2014-06-16 00:00:00,1.353590,1.354430,1.353440,1.354160,240
2014-06-16 04:00:00,1.354160,1.355230,1.351300,1.352630,240
2014-06-16 08:00:00,1.352630,1.354430,1.352100,1.353550,240
2014-06-16 12:00:00,1.353540,1.357940,1.352960,1.357690,240
2014-06-16 16:00:00,1.357700,1.357700,1.356510,1.357010,240
2014-06-16 20:00:00,1.357010,1.357750,1.357000,1.357570,240
2014-06-17 00:00:00,1.357570,1.358700,1.355800,1.356200,240
2014-06-17 04:00:00,1.356220,1.356700,1.355310,1.355990,240
2014-06-17 08:00:00,1.355990,1.357890,1.355590,1.356640,240
2014-06-17 12:00:00,1.356640,1.357110,1.353640,1.354250,240
2014-06-17 16:00:00,1.354250,1.354900,1.353870,1.354210,240
2014-06-17 20:00:00,1.354210,1.354870,1.354180,1.354870,240
2014-06-18 00:00:00,1.354890,1.354990,1.354430,1.354550,240
2014-06-18 04:00:00,1.354560,1.355630,1.354170,1.354690,240
2014-06-18 08:00:00,1.354690,1.357060,1.354580,1.356250,240
2014-06-18 12:00:00,1.356250,1.358380,1.356160,1.356650,240
2014-06-18 16:00:00,1.356630,1.359930,1.354800,1.358460,240
2014-06-18 20:00:00,1.358460,1.359560,1.358280,1.358950,240
2014-06-19 00:00:00,1.358960,1.359660,1.358480,1.359040,240
2014-06-19 04:00:00,1.359030,1.362760,1.358780,1.361680,240
2014-06-19 08:00:00,1.361680,1.364340,1.361680,1.361740,240
2014-06-19 12:00:00,1.361740,1.364010,1.361550,1.361890,240
2014-06-19 16:00:00,1.361900,1.362260,1.360170,1.360310,240
2014-06-19 20:00:00,1.360300,1.361220,1.360260,1.361010,240
2014-06-20 00:00:00,1.361000,1.362180,1.360630,1.362090,240
2014-06-20 04:00:00,1.362060,1.363390,1.360580,1.360980,240
2014-06-20 08:00:00,1.360980,1.361330,1.358390,1.359330,240
2014-06-20 12:00:00,1.359300,1.359580,1.356430,1.358530,240
2014-06-20 16:00:00,1.358530,1.359840,1.358270,1.359730,240
2014-06-20 20:00:00,1.359730,1.360050,1.359670,1.359920,240
2014-06-21 00:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-21 04:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-21 08:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-21 12:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-21 16:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-21 20:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-22 00:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-22 04:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-22 08:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-22 12:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-22 16:00:00,1.359920,1.359920,1.359920,1.359920,240
2014-06-22 20:00:00,1.359920,1.359920,1.358880,1.359100,240
2014-06-23 00:00:00,1.359100,1.360980,1.358680,1.360350,240
2014-06-23 04:00:00,1.360360,1.361350,1.358890,1.359110,240
2014-06-23 08:00:00,1.359150,1.359490,1.357410,1.359280,240
2014-06-23 12:00:00,1.359280,1.360290,1.358100,1.359250,240
2014-06-23 16:00:00,1.359250,1.360490,1.358840,1.360190,240
2014-06-23 20:00:00,1.360200,1.360430,1.359990,1.360000,240
2014-06-24 00:00:00,1.360020,1.360220,1.359250,1.359570,240
2014-06-24 04:00:00,1.359560,1.361240,1.359280,1.360570,240
2014-06-24 08:00:00,1.360550,1.362770,1.359410,1.362250,240
2014-06-24 12:00:00,1.362240,1.362330,1.358340,1.358760,240
2014-06-24 16:00:00,1.358760,1.362000,1.358550,1.360400,240
2014-06-24 20:00:00,1.360410,1.360810,1.360210,1.360580,240
2014-06-25 00:00:00,1.360590,1.360700,1.360150,1.360680,240
2014-06-25 04:00:00,1.360670,1.361920,1.360350,1.361190,240
2014-06-25 08:00:00,1.361180,1.361440,1.360050,1.361090,240
2014-06-25 12:00:00,1.361080,1.365110,1.361060,1.363670,240
2014-06-25 16:00:00,1.363660,1.364140,1.362630,1.362870,240
2014-06-25 20:00:00,1.362880,1.363250,1.362710,1.362780,240
2014-06-26 00:00:00,1.362790,1.363650,1.362700,1.363350,240
